fid,tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borocode,borough,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp,council district,census tract,bin,bbl
"307290","545863","303049",02/02/2016,"9","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,47-030 61 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.73834087,-73.90415967,1010809.399,208288.6228,"26","245","4432208","4023220001"
"307317","547579","304074",02/20/2016,"18","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,Harmful,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-076 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74608592,-73.90722984,1009955.601,211109.4735,"26","257","4028212","4012270001"
"307321","532135","303868",12/22/2015,"2","0",OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,40-027 67 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74531774,-73.89789231,1012543.253,210832.4793,"26","263","4030270","4012990016"
"307324","547620","304543",02/20/2016,"2","0",OffsetFromCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,34-001 56 STREET,"11377",Woodside,"402","4",Queens,"26","30","13",QN63,Woodside,"4025500",New York,40.75241765,-73.90539916,1010460.369,213416.8685,"26","257","4027297","4011950044"
"307394","532132","303868",12/22/2015,"6","0",OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,40-007 67 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74588432,-73.89800076,1012512.961,211038.868,"26","263","4030277","4012990024"
"307401","547714","304660",02/20/2016,"2","0",OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,53-001 37 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","13",QN63,Woodside,"4025500",New York,40.75143638,-73.90898946,1009466.003,213058.3042,"26","255","4437091","4011920101"
"307429","532133","303868",12/22/2015,"5","0",OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,40-011 67 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74577948,-73.89798069,1012518.566,211000.6771,"26","263","4030276","4012990023"
"307520","547709","304660",02/20/2016,"6","0",OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,Volunteer,"Stones,WiresRope,BranchLights",true,false,false,true,false,false,true,false,false,53-005 37 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","13",QN63,Woodside,"4025500",New York,40.75127055,-73.90836601,1009638.805,212998.0672,"26","255","4437092","4011920101"
"307535","531857","303857",12/22/2015,"6","0",OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,40-022 67 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74538248,-73.89802798,1012505.633,210856.0213,"26","263","4030217","4012980044"
"307681","547815","304039",02/20/2016,"16","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,Harmful,NoDamage,Volunteer,MetalGrates,false,true,false,false,false,false,false,false,false,57-001 WOODSIDE AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74581318,-73.90686905,1010055.675,211010.2112,"26","257","4437104","4012280001"
"307699","547683","303700",02/20/2016,"30","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,NoDamage,TreesCount Staff,"RootOther,TrunkOther,BranchOther",false,false,true,false,false,true,false,false,true,42-030 65 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4024700",New York,40.74287336,-73.9002484,1011891.412,209941.1622,"26","247","4031662","4013410056"
"307874","547688","303700",02/20/2016,"24","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,3or4,Helpful,NoDamage,TreesCount Staff,"RootOther,TrunkOther,BranchOther",false,false,true,false,false,true,false,false,true,42-050 65 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4024700",New York,40.74225961,-73.90037161,1011857.526,209717.5147,"26","247","4031672","4013410066"
"308110","547807","304103",02/20/2016,"21","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,39-055 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74715726,-73.90859788,1009576.124,211499.3999,"26","255","4028174","4012260001"
"308136","547774","304546",02/20/2016,"6","0",OnCurb,Alive,Fair,Malus,crab apple,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,53-004 37 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","13",QN63,Woodside,"4025500",New York,40.75128133,-73.90894565,1009478.201,213001.828,"26","255","4027531","4012060007"
"308174","547685","303700",02/20/2016,"29","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,3or4,None,Damage,TreesCount Staff,"RootOther,TrunkOther,BranchOther",false,false,true,false,false,true,false,false,true,42-044 65 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4024700",New York,40.74244764,-73.90033386,1011867.908,209786.0326,"26","247","4031669","4013410063"
"308175","547687","303700",02/20/2016,"27","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,3or4,None,Damage,TreesCount Staff,"RootOther,TrunkOther,BranchOther",false,false,true,false,false,true,false,false,true,42-048 65 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4024700",New York,40.74233124,-73.90035723,1011861.481,209743.6167,"26","247","4031671","4013410065"
"308184","547800","304103",02/20/2016,"35","0",OnCurb,Alive,Good,Fraxinus,ash,None,None,Damage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,39-031 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74768831,-73.90835662,1009642.771,211692.9461,"26","255","4458081","4012260027"
"308228","547798","304103",02/20/2016,"37","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,39-023 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74788651,-73.90826657,1009667.645,211765.1831,"26","255","4028182","4012260031"
"308292","547592","304074",02/20/2016,"17","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,56-020 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74796939,-73.90637764,1010191.001,211795.9334,"26","257","4028232","4012270059"
"308423","547819","304434",02/20/2016,"19","0",OnCurb,Alive,Good,Ulmus americana,American elm,None,None,NoDamage,Volunteer,"Stones,TrunkOther,BranchLights",true,false,false,false,false,true,true,false,false,54-001 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74890375,-73.90879134,1009521.856,212135.643,"26","255","4027611","4012080047"
"308456","547840","304567",02/20/2016,"4","0",OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,34-029 59 STREET,"11377",Woodside,"402","4",Queens,"26","30","16",QN63,Woodside,"4025900",New York,40.75108291,-73.90285823,1011164.905,212931.3508,"26","259","4027387","4011980030"
"308467","547806","304103",02/20/2016,"10","0",OnCurb,Alive,Good,Fraxinus,ash,None,None,Damage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,39-055 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74720292,-73.90857714,1009581.854,211516.0409,"26","255","4028174","4012260001"
"308473","547909","304496",02/20/2016,"33","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,"RootOther,BranchLights",false,false,true,false,false,false,true,false,false,53-021 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74893351,-73.90908286,1009441.071,212146.4042,"26","255","4027561","4012070003"
"308513","547839","304567",02/20/2016,"4","0",OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,59-002 59 STREET,"11377",Woodside,"402","4",Queens,"26","30","16",QN63,Woodside,"4025900",New York,40.75117586,-73.90281631,1011176.482,212965.227,"30","525",,
"308746","547803","304103",02/20/2016,"31","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,"Stones,WiresRope",true,false,false,true,false,false,false,false,false,39-045 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74735443,-73.90850831,1009600.868,211571.259,"26","255","4028175","4012260019"
"308753","547910","304496",02/20/2016,"34","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,"Stones,BranchLights",true,false,false,false,false,false,true,false,false,53-019 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74894712,-73.90913548,1009426.486,212151.3477,"26","255","4027562","4012070004"
"308779","547684","303700",02/20/2016,"30","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,3or4,None,NoDamage,TreesCount Staff,"RootOther,TrunkOther,BranchOther",false,false,true,false,false,true,false,false,true,42-036 65 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4024700",New York,40.74269238,-73.90028473,1011881.42,209875.2148,"26","247","4031665","4013410059"
"308789","545874","303049",02/02/2016,"26","0",OnCurb,Alive,Good,Quercus phellos,willow oak,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,60-010 47 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.73953633,-73.90345261,1011004.858,208724.3828,"26","245","4432207","4023220001"
"308866","497466","303464",12/04/2015,"26","0",OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,"TrunkOther,BranchOther",false,false,false,false,false,true,false,false,true,43-006 63 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74206978,-73.90228694,1011326.855,209647.754,"26","249","4031583","4013390028"
"308885","547843","304567",02/20/2016,"4","0",OnCurb,Alive,Fair,Quercus palustris,pin oak,3or4,Harmful,NoDamage,Volunteer,"RootOther,TrunkOther,BranchLights",false,false,true,false,false,true,true,false,false,34-037 59 STREET,"11377",Woodside,"402","4",Queens,"26","30","16",QN63,Woodside,"4025900",New York,40.75081705,-73.90297814,1011131.79,212834.453,"26","259","4027383","4011980026"
"308944","545875","303049",02/02/2016,"31","0",OnCurb,Alive,Good,Quercus phellos,willow oak,None,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,60-010 47 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.73969182,-73.90339313,1011021.278,208781.0513,"26","245","4432207","4023220001"
"308946","547686","303700",02/20/2016,"22","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,Damage,TreesCount Staff,"RootOther,TrunkOther,BranchOther",false,false,true,false,false,true,false,false,true,42-046 65 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4024700",New York,40.74238876,-73.90034568,1011864.657,209764.5776,"26","247","4031670","4013410064"
"309014","547808","304103",02/20/2016,"20","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-055 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74710175,-73.9086231,1009569.156,211479.1657,"26","255","4028174","4012260001"
"309055","547809","304103",02/20/2016,"22","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,39-055 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74704571,-73.90864856,1009562.124,211458.7425,"26","255","4028174","4012260001"
"309118","547622","304543",02/20/2016,"2","0",OnCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,34-001 56 STREET,"11377",Woodside,"402","4",Queens,"26","30","13",QN63,Woodside,"4025500",New York,40.75242374,-73.90536017,1010471.17,213419.0972,"26","257","4027297","4011950044"
"309126","547838","304567",02/20/2016,"3","0",OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,59-002 59 STREET,"11377",Woodside,"402","4",Queens,"26","30","16",QN63,Woodside,"4025900",New York,40.75122623,-73.9027936,1011182.756,212983.5849,"30","525",,
"309141","547790","304103",02/20/2016,"27","0",OnCurb,Alive,Good,Fraxinus,ash,None,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,55-002 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74843494,-73.90801741,1009736.474,211965.0646,"26","255","4028188","4012260040"
"309146","497468","303464",12/04/2015,"29","0",OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,43-022 63 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.74187411,-73.90236121,1011306.355,209576.4424,"26","249","4031585","4013390049"
"309165","497507","303470",12/04/2015,"6","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,1or2,None,Damage,Volunteer,None,false,false,false,false,false,false,false,false,false,60-015 44 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024900",New York,40.7420618,-73.90388155,1010884.983,209644.3586,"26","249","4031573","4013380054"
"309213","547867","304038",02/20/2016,"15","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,Volunteer,BranchOther,false,false,false,false,false,false,false,false,true,39-011 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74771236,-73.90636127,1010195.638,211702.2935,"26","257","4028268","4012280046"
"309264","530281","303889",12/21/2015,"16","0",OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,Damage,TreesCount Staff,Stones,true,false,false,false,false,false,false,false,false,40-056 70 STREET,"11377",Woodside,"402","4",Queens,"26","39","16",QN63,Woodside,"4026300",New York,40.7448078,-73.89518185,1013294.524,210647.5794,"26","263","4030373","4013010058"
"309448","547618","304543",02/20/2016,"3","0",OnCurb,Alive,Fair,Morus,mulberry,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,34-001 56 STREET,"11377",Woodside,"402","4",Queens,"26","30","13",QN63,Woodside,"4025500",New York,40.75239518,-73.90537305,1010467.614,213408.6874,"26","257","4027297","4011950044"
"309460","547817","304039",02/20/2016,"12","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,Harmful,NoDamage,Volunteer,MetalGrates,false,true,false,false,false,false,false,false,false,57-002 WOODSIDE AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74587647,-73.90708451,1009995.949,211033.2056,"26","251","4028470","4012410098"
"309515","547850","304433",02/20/2016,"24","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,Damage,Volunteer,"Stones,BranchLights",true,false,false,false,false,false,true,false,false,54-013 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.7487565,-73.9084206,1009624.635,212082.1048,"26","255","4027607","4012080041"
"309522","547814","304039",02/20/2016,"12","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,Harmful,NoDamage,Volunteer,MetalGrates,false,true,false,false,false,false,false,false,false,57-001 WOODSIDE AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74577758,-73.90674786,1010089.271,210997.2769,"26","257","4437104","4012280001"
"309542","545860","303049",02/02/2016,"4","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,48-012 60 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.73819443,-73.9044563,1010727.254,208235.1794,"26","245","4053804","4023300022"
"309582","547669","304659",02/20/2016,"3","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,33-066 54 STREET,"11377",Woodside,"402","4",Queens,"26","30","13",QN63,Woodside,"4025500",New York,40.75143837,-73.90778708,1009799.143,213059.3781,"26","255","4027257","4011920088"
"309643","547857","304038",02/20/2016,"24","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,Harmful,NoDamage,Volunteer,BranchLights,false,false,false,false,false,false,true,false,false,39-076 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74601359,-73.90713503,1009981.9,211083.1484,"26","257","4028212","4012270001"
"309695","547698","304440",02/20/2016,"0","0",OnCurb,Alive,Good,Prunus,cherry,1or2,None,Damage,Volunteer,None,false,false,false,false,false,false,false,false,false,37-023 55 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.75010713,-73.90726216,1009945.092,212574.5185,"26","255","4027645","4012100044"
"309704","547619","304543",02/20/2016,"6","0",OffsetFromCurb,Alive,Good,Morus,mulberry,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,34-001 56 STREET,"11377",Woodside,"402","4",Queens,"26","30","13",QN63,Woodside,"4025500",New York,40.75240415,-73.90540525,1010458.689,213411.9472,"26","257","4027297","4011950044"
"309710","547581","304074",02/20/2016,"22","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-068 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74630497,-73.90713073,1009982.978,211189.31,"26","257","4028250","4012270093"
"309711","547583","304074",02/20/2016,"18","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,39-062 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74658112,-73.90700578,1010017.492,211289.9571,"26","257","4028248","4012270091"
"309726","547580","304074",02/20/2016,"20","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,Harmful,NoDamage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,39-076 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74620635,-73.90717535,1009970.652,211153.3651,"26","257","4028212","4012270001"
"309727","547582","304074",02/20/2016,"21","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,39-062 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74647315,-73.90705463,1010003.998,211250.6064,"26","257","4028248","4012270091"
"309762","545897","303051",02/02/2016,"8","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,59-046 48 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.73835508,-73.90449707,1010715.892,208293.6996,"26","245","4053803","4023300020"
"309781","547858","304038",02/20/2016,"22","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,Harmful,NoDamage,Volunteer,MetalGrates,false,true,false,false,false,false,false,false,false,39-076 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74611474,-73.90708896,1009994.626,211120.0135,"26","257","4028212","4012270001"
"309794","547863","304038",02/20/2016,"8","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-047 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74683056,-73.90676292,1010084.69,211380.905,"26","257","4028256","4012280025"
"309803","547859","304038",02/20/2016,"8","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,Harmful,NoDamage,Volunteer,MetalGrates,false,true,false,false,false,false,false,false,false,39-076 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74618995,-73.9070547,1010004.089,211147.4262,"26","257","4028212","4012270001"
"309857","547766","304381",02/20/2016,"3","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,55-019 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74851273,-73.90711593,1009986.225,211993.6696,"26","255","4027593","4012080016"
"309878","547813","304039",02/20/2016,"12","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,Unsure,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,57-001 WOODSIDE AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74574791,-73.90664686,1010117.268,210986.4987,"26","257","4437104","4012280001"
"309884","547584","304074",02/20/2016,"20","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,39-062 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74663926,-73.90697948,1010024.758,211311.1453,"26","257","4028248","4012270091"
"309895","545884","303050",02/02/2016,"10","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,60-010 47 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.73982551,-73.90404524,1010840.517,208829.5581,"26","245","4432207","4023220001"
"309929","545887","303051",02/02/2016,"20","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,47-003 60 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.73959094,-73.90445659,1010726.618,208743.972,"26","245","4432207","4023220001"
"309942","547861","304038",02/20/2016,"8","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,Harmful,NoDamage,Volunteer,MetalGrates,false,true,false,false,false,false,false,false,false,39-063 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74640262,-73.90695783,1010030.847,211224.9375,"26","257","4028253","4012280013"
"309973","547585","304074",02/20/2016,"21","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,39-048 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74669584,-73.90695388,1010031.83,211331.767,"26","257","4028247","4012270084"
"310076","545883","303050",02/02/2016,"9","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,60-010 47 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4024500",New York,40.73982247,-73.90391313,1010877.127,208828.4905,"26","245","4432207","4023220001"
"310228","547591","304074",02/20/2016,"11","0",OnCurb,Alive,Fair,Acer rubrum,red maple,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,39-012 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.7477628,-73.90647112,1010165.181,211720.638,"26","257","4028233","4012270061"
"310261","547721","304191",02/20/2016,"7","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,59-020 39 AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025900",New York,40.74742424,-73.90383831,1010894.821,211598.0792,"26","259","4028340","4012290178"
"310262","547860","304038",02/20/2016,"12","0",OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,Harmful,NoDamage,Volunteer,MetalGrates,false,true,false,false,false,false,false,false,false,39-063 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74633778,-73.90698737,1010022.69,211201.306,"26","257","4028253","4012280013"
"310285","547586","304074",02/20/2016,"13","0",OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,WiresRope,false,false,false,true,false,false,false,false,false,39-044 57 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025700",New York,40.74688867,-73.90686663,1010055.931,211402.049,"26","257","4028245","4012270081"
"310322","547762","304381",02/20/2016,"22","0",OnCurb,Alive,Fair,Chamaecyparis thyoides,Atlantic white cedar,None,None,Damage,Volunteer,"Stones,WiresRope",true,false,false,true,false,false,false,false,false,38-025 56 STREET,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025500",New York,40.74861999,-73.90706885,1009999.228,212032.764,"26","255","4027591","4012080010"
"310549","547621","304543",02/20/2016,"6","0",OffsetFromCurb,Alive,Good,Prunus,cherry,None,None,NoDamage,Volunteer,None,false,false,false,false,false,false,false,false,false,34-001 56 STREET,"11377",Woodside,"402","4",Queens,"26","30","13",QN63,Woodside,"4025500",New York,40.75243167,-73.90539284,1010462.115,213421.9787,"26","257","4027297","4011950044"
"310574","547612","304235",02/20/2016,"24","0",OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,Damage,Volunteer,Stones,true,false,false,false,false,false,false,false,false,58-011 WOODSIDE AVENUE,"11377",Woodside,"402","4",Queens,"26","30","12",QN63,Woodside,"4025900",New York,40.74553494,-73.90587229,1010331.978,210909.137,"26","259","4028290","4012290006"
"310618","532075","303668",12/22/2015,"15","0",OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,None,false,false,false,false,false,false,false,false,false,41-015 67 STREET,"11377",Woodside,"402","4",Queens,"26","34","12",QN63,Woodside,"4026300",New York,40.74406334,-73.89765084,1012610.697,210375.5409,"26","263","4030482","4013070011"
